nama,id,kode,tingkat
Jumantono,138590,331304,3
Jumapolo,138577,331303,3
Karanganyar,138645,331309,3
Karangpandan,138633,331308,3
Kebakkramat,138704,331314,3
Kerjo,138729,331316,3
Matesih,138602,331305,3
Mojogedang,138715,331315,3
Ngargoyoso,138623,331307,3
Tasikmadu,138658,331310,3
Tawangmangu,138612,331306,3
Bayat,137686,331004,3
Cawas,137705,331005,3
Ceper,137804,331011,3
Delanggu,137897,331016,3
Gantiwarno,137649,331002,3
Jatinom,137972,331020,3
Jogonalan,137753,331008,3
Juwiring,137858,331014,3
Kalikotes,138019,331023,3
Karanganom,137933,331018,3
Karangdowo,137838,331013,3
Karangnongko,137789,331010,3
Kebonarum,137745,331007,3
Kemalang,137991,331021,3
Klaten Selatan,138046,331026,3
Klaten Tengah,138036,331025,3
Klaten Utara,138027,331024,3
Manisrenggo,137772,331009,3
Ngawen,138005,331022,3
Pedan,137823,331012,3
Polanharjo,137914,331017,3
Prambanan,137632,331001,3
Trucuk,137726,331006,3
Tulung,137953,331019,3
Wedi,137666,331003,3
Wonosari,137878,331015,3
Boja,141600,332407,3
Brangsong,141629,332409,3
Cepiring,141689,332413,3
Gemuh,141655,332411,3
Kaliwungu,141619,332408,3
Kaliwungu Selatan,141804,332420,3
Kangkung,141762,332417,3
Kendal,141724,332415,3
Limbangan,141583,332406,3
Ngampel,141791,332419,3
Pageruyung,141520,332402,3
Patean,141554,332404,3
Patebon,141705,332414,3
Pegandon,141642,332410,3
Plantungan,141507,332401,3
Ringinarum,141778,332418,3
Rowosari,141745,332416,3
Singorojo,141569,332405,3
Sukorejo,141535,332403,3
Weleri,141672,332412,3
Magelang Selatan,143234,337101,3
Magelang Tengah,143247,337103,3
Magelang Utara,143241,337102,3
Argomulyo,143328,337303,3
Sidomukti,143335,337304,3
Sidorejo,143313,337301,3
Tingkir,143320,337302,3
Pekalongan Barat,143532,337501,3
Pekalongan Selatan,143556,337504,3
Pekalongan Timur,143540,337502,3
Pekalongan Utara,143548,337503,3
Banyumanik,143452,337411,3
Candisari,143422,337408,3
Gajahmungkur,143430,337409,3
Gayamsari,143377,337404,3
Genuk,143385,337405,3
Gunungpati,143464,337412,3
Mijen,143498,337414,3
Ngaliyan,143513,337415,3
Pedurungan,143399,337406,3
Semarang Barat,143481,337413,3
Semarang Selatan,133515,337407,3
Semarang Tengah,143340,337401,3
Semarang Timur,143366,337403,3
Semarang Utara,143356,337402,3
Tembalang,143439,337410,3
Tugu,143524,337416,3
Banjarsari,143297,337205,3
Jebres,143285,337204,3
Laweyan,143254,337201,3
Pasar Kliwon,143274,337203,3
Serengan,143266,337202,3
Margadana,143587,337604,3
Tegal Barat,143563,337601,3
Tegal Selatan,143578,337603,3
Tegal Timur,143571,337602,3
Bae,140426,331907,3
Dawe,140449,331909,3
Gebog,140437,331908,3
Jati,140369,331903,3
Jekulo,140413,331906,3
Kaliwungu,140327,331901,3
Kota Kudus,140343,331902,3
Mejobo,140401,331905,3
Undaan,140384,331904,3
Bandongan,137174,330814,3
Borobudur,136967,330802,3
Candimulyo,137189,330815,3
Dukun,137028,330806,3
Grabag,137247,330818,3
Kajoran,137123,330812,3
Kaliangkrik,137153,330813,3
Mertoyudan,137093,330810,3
Mungkid,137075,330809,3
Muntilan,137060,330808,3
Ngablak,137230,330817,3
Ngluwar,136988,330803,3
Pakis,137209,330816,3
Salam,136997,330804,3
Salaman,136946,330801,3
Sawangan,137044,330807,3
Secang,137298,330820,3
Srumbung,137010,330805,3
Tegalrejo,137276,330819,3
Tempuran,137107,330811,3
Windusari,137320,330821,3
Batangan,140028,331807,3
Cluwak,140261,331818,3
Dukuhseti,140297,331820,3
Gabus,140131,331811,3
Gembong,140175,331813,3
Gunungwungkal,140245,331817,3
Jaken,140006,331806,3
Jakenan,140077,331809,3
Juwana,140047,331808,3
Kayen,139915,331802,3
Margorejo,140156,331812,3
Margoyoso,140222,331816,3
Pati,140101,331810,3
Pucakwangi,139984,331805,3
Sukolilo,139898,331801,3
Tambakromo,139933,331803,3
Tayu,140275,331819,3
Tlogowungu,140187,331814,3
Trangkil,140310,331821,3
Wedarijaksa,140203,331815,3
Winong,139953,331804,3
Bojong,142238,332611,3
Buaran,142296,332614,3
Doro,142140,332606,3
Kajen,119769,332608,3
Kandangserang,142075,332601,3
Karanganyar,142155,332607,3
Karangdadap,142354,332618,3
Kedungwuni,142276,332613,3
Kesesi,142196,332609,3
Lebakbarang,142106,332603,3
Paninggaran,142090,332602,3
Petungkriyono,142119,332604,3
Siwalan,120326,332617,3
Sragi,142220,332610,3
Talun,142129,332605,3
Tirto,142307,332615,3
Wiradesa,142324,332616,3
Wonokerto,142366,332619,3
Wonopringgo,142261,332612,3
Ampelgading,142553,332711,3
Bantarbolang,142452,332706,3
Belik,142402,332703,3
Bodeh,142432,332705,3
Comal,142570,332712,3
Moga,142378,332701,3
Pemalang,142489,332708,3
Petarukan,142532,332710,3
Pulosari,142389,332702,3
Randudongkal,142470,332707,3
Taman,142510,332709,3
Ulujami,142589,332713,3
Warungpring,142608,332714,3
Watukumpul,142416,332704,3
Bagelen,136287,330604,3
Banyuurip,136353,330607,3
Bayan,136381,330608,3
Bener,136637,330616,3
Bruno,136569,330613,3
Butuh,136436,330610,3
Gebang,136588,330614,3
Grabag,136155,330601,3
Kaligesing,136305,330605,3
Kemiri,136528,330612,3
Kutoarjo,136408,330609,3
Loano,136614,330615,3
Ngombol,136188,330602,3
Pituruh,136478,330611,3
Purwodadi,136246,330603,3
Purworejo,136327,330606,3
Bulu,139609,331702,3
Gunem,139626,331703,3
Kaliori,139751,331709,3
Kragan,139834,331712,3
Lasem,139877,331714,3
Pamotan,139705,331707,3
Pancur,139810,331711,3
Rembang,139775,331710,3
Sale,139643,331704,3
Sarang,139659,331705,3
Sedan,139683,331706,3
Sluke,139862,331713,3
Sulang,139729,331708,3
Sumber,139590,331701,3
Bobotsari,135248,330309,3
Bojongsari,135313,330314,3
Bukateja,135131,330302,3
Kaligondang,135161,330304,3
Kalimanah,135194,330306,3
Karanganyar,135274,330311,3
Karangjambu,135352,330317,3
Karangmoncol,135288,330312,3
Karangreja,135266,330310,3
Kejobong,135147,330303,3
Kemangkon,135111,330301,3
Kertanegara,135359,330318,3
Kutasari,135213,330307,3
Mrebet,135228,330308,3
Padamara,135327,330315,3
Pengadegan,135342,330316,3
Purbalingga,135180,330305,3
Rembang,135300,330313,3
Ambarawa,141080,332210,3
Bancak,141142,332216,3
Bandungan,141187,332220,3
Banyubiru,141041,332207,3
Bawen,141091,332211,3
Bergas,141118,332213,3
Bringin,141101,332212,3
Getasan,140943,332201,3
Jambu,141052,332208,3
Kaliwungu,141152,332217,3
Pabelan,141006,332205,3
Pringapus,141132,332215,3
Sumowono,141063,332209,3
Suruh,140988,332204,3
Susukan,140974,332203,3
Tengaran,140957,332202,3
Tuntang,141024,332206,3
Ungaran Barat,141164,332218,3
Ungaran Timur,141176,332219,3
Gemolong,138896,331413,3
Gesi,138955,331418,3
Gondang,138817,331406,3
Jenar,138971,331420,3
Kalijambe,138750,331401,3
Karangmalang,138846,331409,3
Kedawung,138796,331404,3
Masaran,138782,331403,3
Miri,138911,331414,3
Mondokan,138935,331416,3
Ngrampal,138837,331408,3
Plupuh,138765,331402,3
Sambirejo,138807,331405,3
Sambungmacan,138827,331407,3
Sidoharjo,138866,331411,3
Sragen,138857,331410,3
Sukodono,138945,331417,3
Sumberlawang,138923,331415,3
Tangen,138963,331419,3
Tanon,138879,331412,3
Adiwerna,142781,332811,3
Balapulang,142666,332804,3
Bojong,142648,332803,3
Bumijawa,142629,332802,3
Dukuhturi,142824,332813,3
Dukuhwaru,121826,332818,3
Jatinegara,142717,332807,3
Kedungbanteng,142735,332808,3
Kramat,142864,332815,3
Lebaksiu,142701,332806,3
Margasari,142615,332801,3
Pagerbarang,142687,332805,3
Pangkah,142746,332809,3
Slawi,142770,332810,3
Suradadi,142885,332816,3
Talang,142804,332812,3
Tarub,142843,332814,3
Warureja,142897,332817,3
Baki,138194,331110,3
Bendosari,138130,331106,3
Bulu,138073,331102,3
Gatak,138209,331111,3
Grogol,138179,331109,3
Kartasura,138224,331112,3
Mojolaban,138163,331108,3
Nguter,119489,331105,3
Polokarto,138145,331107,3
Sukoharjo,138099,331104,3
Tawangsari,138086,331103,3
Weru,138059,331101,3
Baturetno,138317,331207,3
Batuwarno,138281,331204,3
Bulukerto,138460,331218,3
Eromoko,138331,331208,3
Girimarto,138519,331222,3
Giritontro,138256,331202,3
Giriwoyo,138264,331203,3
Jatipurno,138507,331221,3
Jatiroto,138417,331215,3
Jatisrono,138489,331220,3
Karangtengah,138534,331223,3
Kismantoro,138433,331216,3
Manyaran,138356,331210,3
Ngadirojo,138392,331213,3
Nguntoronadi,138305,331206,3
Paranggupito,138540,331224,3
Pracimantoro,138237,331201,3
Puhpelem,138549,331225,3
Purwantoro,138444,331217,3
Selogiri,138364,331211,3
Sidoharjo,138404,331214,3
Slogohimo,138471,331219,3
Tirtomoyo,138290,331205,3
Wonogiri,138376,331212,3
Wuryantoro,138347,331209,3
Bansari,141439,332316,3
Bejen,141467,332318,3
Bulu,141198,332301,3
Candiroto,141384,332312,3
Gemawang,141496,332320,3
Jumo,141358,332310,3
Kaloran,141273,332305,3
Kandangan,141288,332306,3
Kedu,141305,332307,3
Kledung,141453,332317,3
Kranggan,141399,332313,3
Ngadirejo,141337,332309,3
Parakan,141320,332308,3
Pringsurat,141258,332304,3
Selopampang,141426,332315,3
Temanggung,141232,332303,3
Tembarak,141218,332302,3
Tlogomulyo,141413,332314,3
Tretep,141372,332311,3
Wonoboyo,141482,332319,3
Garung,136886,330712,3
Kalibawang,136937,330715,3
Kalikajar,136786,330707,3
Kaliwiro,136724,330704,3
Kejajar,136902,330713,3
Kepil,136684,330702,3
Kertek,136806,330708,3
Leksono,136746,330705,3
Mojotengah,136866,330711,3
Sapuran,136706,330703,3
Selomerto,136761,330706,3
Sukoharjo,136919,330714,3
Wadaslintang,136666,330701,3
Watumalang,136849,330710,3
Wonosobo,136828,330709,3
Bangorejo,146659,351002,3
Banyuwangi,146795,351016,3
Blimbingsari,146884,351025,3
Cluring,146697,351006,3
Gambiran,146707,351007,3
Genteng,146725,351009,3
Giri,146814,351017,3
Glagah,146784,351015,3
Glenmore,146731,351010,3
Kabat,146769,351014,3
Kalibaru,146739,351011,3
Kalipuro,146852,351021,3
Licin,146875,351024,3
Muncar,146686,351005,3
Pesanggaran,146653,351001,3
Purwoharjo,146667,351003,3
Rogojampi,146758,351013,3
Sempu,146844,351020,3
Siliragung,146862,351022,3
Singojuruh,146746,351012,3
Songgon,146834,351019,3
Srono,146714,351008,3
Tegaldlimo,146676,351004,3
Tegalsari,146868,351023,3
Wongsorejo,146821,351018,3
Arosbaya,151791,352605,3
Bangkalan,151741,352601,3
Blega,151965,352615,3
Burneh,151767,352603,3
Galis,152017,352618,3
Geger,151810,352606,3
Kamal,151780,352604,3
Klampis,151824,352607,3
Kokop,151878,352610,3
Konang,152003,352617,3
Kwanyar,151892,352611,3
Labang,149512,352612,3
Modung,151985,352616,3
Sepulu,151847,352608,3
Socah,151755,352602,3
Tanah Merah,151922,352613,3
Tanjung Bumi,151863,352609,3
Tragah,151946,352614,3
Bakung,145141,350505,3
Binangun,145279,350516,3
Doko,145302,350518,3
Gandusari,145264,350515,3
Garum,145216,350511,3
Kademangan,145125,350504,3
Kanigoro,145203,350510,3
Kesamben,145313,350519,3
Nglegok,145191,350509,3
Panggungrejo,145238,350513,3
Ponggok,145153,350506,3
Sanankulon,145169,350507,3
Selopuro,145344,350522,3
Selorejo,145333,350521,3
Srengat,145107,350503,3
Sutojayan,145226,350512,3
Talun,145249,350514,3
Udanawu,145094,350502,3
Wates,145324,350520,3
Wlingi,145292,350517,3
Wonodadi,145082,350501,3
Wonotirto,145182,350508,3
Balen,150290,352213,3
Baureno,150211,352210,3
Bojonegoro,150336,352215,3
Bubulan,150120,352205,3
Dander,150126,352206,3
Gayam,150505,352228,3
Gondang,150490,352226,3
Kalitidu,150355,352216,3
Kanor,150237,352211,3
Kapas,150314,352214,3
Kasiman,150425,352220,3
Kedewan,150484,352225,3
Kedungadem,150161,352208,3
Kepohbaru,150185,352209,3
Malo,150374,352217,3
Margomulyo,150449,352222,3
Ngambon,150096,352203,3
Ngasem,150102,352204,3
Ngraho,150060,352201,3
Padangan,150408,352219,3
Purwosari,150395,352218,3
Sekar,150498,352227,3
Sugihwaras,150143,352207,3
Sukosewu,150469,352224,3
Sumberejo,150263,352212,3
Tambakrejo,150077,352202,3
Temayang,150436,352221,3
Trucuk,150456,352223,3
Binakal,147101,351120,3
Bondowoso,147007,351111,3
Botolinggo,147118,351122,3
Cermee,147054,351115,3
Curahdami,146958,351107,3
Grujugan,146946,351106,3
Jambesari Darus Sholah,147127,351123,3
Klabang,147042,351114,3
Maesan,146895,351101,3
Pakem,147078,351117,3
Prajekan,147070,351116,3
Pujer,146934,351105,3
Sempol,147094,351119,3
Sukosari,146929,351104,3
Sumberwringin,147087,351118,3
Taman Krocok,147110,351121,3
Tamanan,146908,351102,3
Tapen,146997,351110,3
Tegalampel,147033,351113,3
Tenggarang,146971,351108,3
Tlogosari,146918,351103,3
Wonosari,146984,351109,3
Wringin,147019,351112,3
Ajung,146516,350917,3
Ambulu,146476,350912,3
Arjasa,146558,350922,3
Balung,146459,350910,3
Bangsalsari,146447,350909,3
Gumukmas,146397,350904,3
Jelbuk,146581,350925,3
Jenggawah,146507,350916,3
Jombang,146372,350901,3
Kalisat,146596,350927,3
Kaliwates,146533,350919,3
Kencong,146379,350902,3
Ledokombo,146609,350928,3
Mayang,146588,350926,3
Mumbulsari,146565,350923,3
Pakusari,146573,350924,3
Panti,146493,350914,3
Patrang,146541,350920,3
Puger,146433,350908,3
Rambipuji,146484,350913,3
Semboro,146426,350907,3
Silo,146633,350930,3
Sukorambi,146501,350915,3
Sukowono,146620,350929,3
Sumberbaru,146386,350903,3
Sumberjambe,146643,350931,3
Sumbersari,146550,350921,3
Tanggul,146417,350906,3
Tempurejo,146524,350918,3
Umbulsari,146406,350905,3
Wuluhan,146468,350911,3
Balongpanggang,151394,352502,3
Benjeng,151435,352504,3
Bungah,151602,352512,3
Cerme,151576,352511,3
Driyorejo,151670,352515,3
Duduksampeyan,151459,352505,3
Dukun,151367,352501,3
Gresik,151687,352516,3
Kebomas,151648,352514,3
Kedamean,151514,352508,3
Manyar,151552,352510,3
Menganti,151625,352513,3
Panceng,151420,352503,3
Sangkapura,151709,352517,3
Sidayu,151530,352509,3
Tambak,151727,352518,3
Ujungpangkah,151500,352507,3
Wringinanom,151483,352506,3
Badas,145714,350626,3
Banyakan,145666,350622,3
Gampengrejo,145525,350612,3
Grogol,145537,350613,3
Gurah,145489,350610,3
Kandangan,145629,350619,3
Kandat,145421,350605,3
Kayen Kidul,145688,350624,3
Kepung,145618,350618,3
Kras,145387,350603,3
Kunjang,145653,350621,3
Mojo,145366,350602,3
Ngadiluwih,145404,350604,3
Ngancar,145453,350607,3
Ngasem,145701,350625,3
Pagu,145511,350611,3
Papar,145547,350614,3
Pare,145607,350617,3
Plemahan,145589,350616,3
Plosoklaten,145473,350609,3
Puncu,145464,350608,3
Purwoasri,145565,350615,3
Ringinrejo,145676,350623,3
Semen,145353,350601,3
Tarokan,145642,350620,3
Wates,145434,350606,3
Bandarkedungmulyo,148996,351718,3
Bareng,148766,351704,3
Diwek,148829,351708,3
Gudo,148733,351702,3
Jogoroto,149008,351719,3
Jombang,148850,351709,3
Kabuh,148967,351716,3
Kesamben,148908,351712,3
Kudu,148984,351717,3
Megaluh,149020,351720,3
Mojoagung,148790,351706,3
Mojowarno,148809,351707,3
Ngoro,148752,351703,3
Ngusikan,149034,351721,3
Perak,148719,351701,3
Peterongan,148871,351710,3
Plandaan,148953,351715,3
Ploso,148939,351714,3
Sumobito,148886,351711,3
Tembelang,148923,351713,3
Wonosalam,148780,351705,3
Batu,153245,357901,3
Bumiaji,153254,357902,3
Junrejo,153264,357903,3
Kepanjenkidul,152852,357201,3
Sananwetan,152868,357203,3
Sukorejo,152860,357202,3
Kota,152818,357102,3
Mojoroto,152803,357101,3
Pesantren,152836,357103,3
Blimbing,152876,357301,3
Kedungkandang,152900,357303,3
Klojen,152888,357302,3
Lowokwaru,152925,357305,3
Sukun,152913,357304,3
Kartoharjo,153031,357701,3
Manguharjo,153041,357702,3
Taman,153051,357703,3
Kranggan,153024,357603,3
Magersari,153017,357602,3
Prajuritkulon,153010,357601,3
Bugul Kidul,152989,357503,3
Gadingrejo,152972,357501,3
Panggungrejo,152996,357504,3
Purworejo,152981,357502,3
Kademangan,152938,357401,3
Kanigaran,152958,357404,3
Kedopok,152965,357405,3
Mayangan,152952,357403,3
Wonoasih,152945,357402,3
Asem Rowo,153226,357828,3
Benowo,153177,357819,3
Bubutan,153140,357813,3
Bulak,153230,357829,3
Dukuh Pakis,153187,357821,3
Gayungan,153192,357822,3
Genteng,153099,357807,3
Gubeng,153105,357808,3
Gunung Anyar,153207,357825,3
Jambangan,153197,357823,3
Karang Pilang,153061,357801,3
Kenjeran,153165,357817,3
Krembangan,153153,357815,3
Lakarsantri,153170,357818,3
Mulyorejo,153212,357826,3
Pabean Cantian,153135,357812,3
Pakal,153235,357830,3
Rungkut,153072,357803,3
Sambikerep,153240,357831,3
Sawahan,153092,357806,3
Semampir,153159,357816,3
Simokerto,153129,357811,3
Sukolilo,153112,357809,3
Sukomanunggal,153219,357827,3
Tambaksari,153120,357810,3
Tandes,153146,357814,3
Tegalsari,153086,357805,3
Tenggilis Mejoyo,153202,357824,3
Wiyung,153182,357820,3
Wonocolo,153066,357802,3
Wonokromo,153079,357804,3
Babat,150924,352405,3
Bluluk,150876,352402,3
Brondong,150972,352407,3
Deket,151309,352425,3
Glagah,151327,352426,3
Kalitengah,151211,352420,3
Karangbinangun,151287,352424,3
Karanggeneng,151173,352418,3
Kedungpring,150948,352406,3
Kembangbahu,151192,352419,3
Lamongan,151252,352422,3
Laren,150983,352408,3
Maduran,151026,352410,3
Mantup,151136,352416,3
Modo,150886,352403,3
Ngimbang,150904,352404,3
Paciran,151107,352414,3
Pucuk,151089,352413,3
Sambeng,151044,352411,3
Sarirejo,151357,352427,3
Sekaran,151004,352409,3
Solokuro,151125,352415,3
Sugio,151067,352412,3
Sukodadi,151152,352417,3
Sukorame,150866,352401,3
Tikung,151273,352423,3
Turi,151232,352421,3
Candipuro,146160,350803,3
Gucialit,146273,350813,3
Jatiroto,146317,350817,3
Kedungjajang,146304,350816,3
Klakah,146338,350819,3
Kunir,146197,350806,3
Lumajang,146239,350810,3
Padang,146283,350814,3
Pasirian,146171,350804,3
Pasrujambe,146252,350811,3
Pronojiwo,145064,350802,3
Randuagung,146324,350818,3
Ranuyoso,146351,350820,3
Rowokangkung,146222,350808,3
Senduro,146260,350812,3
Sukodono,146293,350815,3
Sumbersuko,146363,350821,3
Tekung,146230,350809,3
Tempeh,146183,350805,3
Tempursari,146146,350801,3
Yosowilangun,146209,350807,3
Balerejo,149475,351910,3
Dagangan,146440,351904,3
Dolopo,149364,351902,3
Geger,149377,351903,3
Gemarang,149423,351906,3
Jiwan,149460,351909,3
Kare,149414,351905,3
Kebonsari,149349,351901,3
Madiun,149446,351908,3
Mejayan,149494,351911,3
Pilangkenceng,149526,351913,3
Saradan,149509,351912,3
Sawahan,149545,351914,3
Wonoasri,149559,351915,3
Wungu,149431,351907,3
Ampelgading,145783,350706,3
Bantur,145743,350703,3
Bululawang,145899,350714,3
Dampit,145770,350705,3
Dau,146011,350722,3
Donomulyo,145723,350701,3
Gedangan,146095,350729,3
Gondanglegi,145847,350710,3
Jabung,145943,350717,3
Kalipare,145862,350711,3
Karangploso,146022,350723,3
Kasembon,146088,350728,3
Kepanjen,145880,350713,3
Kromengan,146118,350731,3
Lawang,146050,350725,3
Ngajum,145988,350720,3
Ngantang,146074,350727,3
Pagak,145734,350702,3
Pagelaran,146135,350733,3
Pakis,145959,350718,3
Pakisaji,145975,350719,3
Poncokusumo,145797,350707,3
Pujon,146063,350726,3
Singosari,146032,350724,3
Sumbermanjing Wetan,145754,350704,3
Sumberpucung,145872,350712,3
Tajinan,145914,350715,3
Tirtoyudo,146104,350730,3
Tumpang,145927,350716,3
Turen,145829,350709,3
Wagir,145998,350721,3
Wajak,145815,350708,3
Wonosari,146126,350732,3
Barat,149735,352012,3
Bendo,149702,352010,3
Karangrejo,149750,352013,3
Karas,149764,352014,3
Kartoharjo,149776,352015,3
Kawedanan,149616,352005,3
Lembeyan,149592,352003,3
Magetan,149638,352006,3
Maospati,149719,352011,3
Ngariboyo,149789,352016,3
Nguntoronadi,149803,352017,3
Panekan,149669,352008,3
Parang,149578,352002,3
Plaosan,149653,352007,3
Poncol,147523,352001,3
Sidorejo,149813,352018,3
Sukomoro,149687,352009,3
Takeran,149603,352004,3
Bangsal,148566,351610,3
Dawarblandong,148687,351617,3
Dlanggu,148549,351609,3
Gedeg,148634,351614,3
Gondang,148417,351602,3
Jatirejo,148397,351601,3
Jetis,148670,351616,3
Kemlagi,148649,351615,3
Kutorejo,148511,351607,3
Mojoanyar,148706,351618,3
Mojosari,148529,351608,3
Ngoro,148471,351605,3
Pacet,148436,351603,3
Pungging,148491,351606,3
Puri,148584,351611,3
Sooko,148618,351613,3
Trawas,148457,351604,3
Trowulan,148601,351612,3
Bagor,149241,351814,3
Baron,149184,351810,3
Berbek,149066,351803,3
Gondang,149295,351817,3
Jatikalen,149337,351820,3
Kertosono,149157,351808,3
Lengkong,149320,351819,3
Loceret,149086,351804,3
Nganjuk,146382,351813,3
Ngetos,149056,351802,3
Ngluyu,149313,351818,3
Ngronggot,149143,351807,3
Pace,149109,351805,3
Patianrowo,149172,351809,3
Prambon,149128,351806,3
Rejoso,149270,351816,3
Sawahan,149046,351801,3
Sukomoro,149213,351812,3
Tanjunganom,149196,351811,3
Wilangan,149263,351815,3
Bringin,150015,352115,3
Geneng,149879,352105,3
Gerih,150045,352118,3
Jogorogo,149855,352103,3
Karanganyar,150037,352117,3
Karangjati,149908,352107,3
Kasreman,150051,352119,3
Kedunggalar,149971,352111,3
Kendal,149868,352104,3
Kwadungan,149893,352106,3
Mantingan,149997,352113,3
Ngawi,149939,352109,3
Ngrambe,149840,352102,3
Padas,149926,352108,3
Pangkur,150005,352114,3
Paron,149956,352110,3
Pitu,150026,352116,3
Sine,149824,352101,3
Widodaren,149984,352112,3
Batumarmar,152407,352811,3
Galis,152281,352803,3
Kadur,152421,352812,3
Larangan,152366,352808,3
Pademawu,152258,352802,3
Pakong,152381,352809,3
Palengaan,152339,352806,3
Pamekasan,152292,352804,3
Pasean,152432,352813,3
Pegantenan,152352,352807,3
Proppo,152311,352805,3
Tlanakan,152239,352801,3
Waru,152394,352810,3
Arjosari,144195,350106,3
Bandar,144223,350108,3
Donorojo,144108,350101,3
Kebonagung,144175,350105,3
Nawangan,144213,350107,3
Ngadirojo,144262,350111,3
Pacitan,144149,350104,3
Pringkuku,144121,350102,3
Punung,144135,350103,3
Sudimoro,144281,350112,3
Tegalombo,144232,350109,3
Tulakan,144244,350110,3
Bangil,147853,351414,3
Beji,147838,351413,3
Gempol,147822,351412,3
Gondangwetan,147923,351418,3
Grati,147963,351420,3
Kejayan,147710,351406,3
Kraton,147887,351416,3
Lekok,147995,351422,3
Lumbang,147679,351404,3
Nguling,147979,351421,3
Pandaan,147803,351411,3
Pasrepan,147692,351405,3
Pohjentrek,147913,351417,3
Prigen,147788,351410,3
Purwodadi,147644,351401,3
Purwosari,147752,351408,3
Puspo,147671,351403,3
Rejoso,148007,351423,3
Rembang,147869,351415,3
Sukorejo,147768,351409,3
Tosari,148024,351424,3
Tutur,147658,351402,3
Winongan,147944,351419,3
Wonorejo,147736,351407,3
Babadan,144536,350216,3
Badegan,144493,350213,3
Balong,144454,350211,3
Bungkal,144327,350203,3
Jambon,144599,350220,3
Jenangan,144572,350218,3
Jetis,144421,350209,3
Kauman,144475,350212,3
Mlarak,144405,350208,3
Ngebel,144590,350219,3
Ngrayun,144315,350202,3
Ponorogo,144552,350217,3
Pudak,144613,350221,3
Pulung,144386,350207,3
Sambit,144347,350204,3
Sampung,144504,350214,3
Sawoo,144364,350205,3
Siman,135144,350210,3
Slahung,144292,350201,3
Sooko,144379,350206,3
Sukorejo,144517,350215,3
Banyuates,152165,352709,3
Camplong,152084,352704,3
Jrengik,152139,352707,3
Karangpenang,152231,352714,3
Kedungdung,152120,352706,3
Ketapang,152209,352712,3
Omben,152099,352705,3
Pangarengan,152224,352713,3
Robatal,152186,352710,3
Sampang,152065,352703,3
Sokobanah,152196,352711,3
Sreseh,152039,352701,3
Tambelangan,152154,352708,3
Torjun,152052,352702,3
Bantaran,147321,351304,3
Banyuanyar,147343,351306,3
Besuk,147462,351313,3
Dringu,147564,351319,3
Gading,147390,351309,3
Gending,147550,351318,3
Kotaanyar,147427,351311,3
Kraksaan,147480,351314,3
Krejengan,147499,351315,3
Krucil,147375,351308,3
Kuripan,147313,351303,3
Leces,147332,351305,3
Lumbang,147633,351324,3
Maron,147531,351317,3
Paiton,147441,351312,3
Pakuniran,146325,351310,3
Pejarakan,147517,351316,3
Sukapura,147290,351301,3
Sumber,147303,351302,3
Sumberasih,147592,351321,3
Tegalsiwalan,147579,351320,3
Tiris,147358,351307,3
Tongas,147618,351323,3
Wonomerto,147606,351322,3
Balongbendo,148264,351512,3
Buduran,148330,351515,3
Candi,148144,351507,3
Gedangan,148346,351516,3
Jabon,148111,351505,3
Krembung,148075,351503,3
Krian,148241,351511,3
Porong,148095,351504,3
Prambon,148054,351502,3
Sedati,148362,351517,3
Sidoarjo,148169,351508,3
Sukodono,148310,351514,3
Taman,148285,351513,3
Tanggulangin,148125,351506,3
Tarik,148033,351501,3
Tulangan,148194,351509,3
Waru,148379,351518,3
Wonoayu,148217,351510,3
Arjasa,147229,351211,3
Asembagus,147247,351213,3
Banyuglugur,147274,351216,3
Banyuputih,147258,351214,3
Besuki,147146,351202,3
Bungatan,147282,351217,3
Jangkar,147238,351212,3
Jatibanteng,147137,351201,3
Kapongan,147218,351210,3
Kendit,147174,351205,3
Mangaran,147211,351209,3
Mlandingan,147166,351204,3
Panarukan,147182,351206,3
Panji,147198,351208,3
Situbondo,147191,351207,3
Suboh,147157,351203,3
Sumbermalang,147264,351215,3
Ambunten,152597,352912,3
Arjasa,152753,352924,3
Batang Batang,152652,352916,3
Batuan,152785,352926,3
Batuputih,152669,352917,3
Bluto,152488,352905,3
Dasuk,152624,352914,3
Dungkek,152684,352918,3
Ganding,152567,352910,3
Gapura,152700,352919,3
Gayam,152718,352920,3
Giliginting,152545,352908,3
Guluk-guluk,152554,352909,3
Kalianget,152459,352902,3
Kangayan,152793,352927,3
Kota Sumenep,152442,352901,3
Lenteng,152524,352907,3
Manding,152467,352903,3
Masalembu,152748,352923,3
Nonggunong,152729,352921,3
Pasongsongan,152613,352913,3
Pragaan,152582,352911,3
Ra'as,152738,352922,3
Rubaru,152640,352915,3
Sapeken,152773,352925,3
Saronggi,152509,352906,3
Talango,152479,352904,3
Bendungan,144722,350309,3
Dongko,144661,350304,3
Durenan,144768,350313,3
Gandusari,144731,350310,3
Kampak,144701,350307,3
Karangan,144688,350306,3
Munjungan,144638,350302,3
Panggul,144620,350301,3
Pogalan,144757,350312,3
Pule,144650,350303,3
Suruh,144784,350314,3
Trenggalek,144743,350311,3
Tugu,144672,350305,3
Watulimo,144709,350308,3
Bancar,150562,352304,3
Bangilan,150547,352303,3
Grabagan,150854,352320,3
Jatirogo,150528,352302,3
Jenu,150707,352312,3
Kenduruan,150518,352301,3
Kerek,150632,352308,3
Merakurak,150725,352313,3
